               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  61,            0.018243,           0.0037751,           0.0096297,             0.84797,             0.93823,             0.94776,             0.73692,            0.015334,           0.0034665,            0.025418,            0.008812,            0.008812,            0.008812
                  62,             0.01798,           0.0037892,           0.0091399,             0.87155,             0.89969,             0.94485,             0.73182,            0.015629,           0.0035709,            0.022827,           0.0087922,           0.0087922,           0.0087922
                  63,            0.018299,           0.0038245,            0.008125,             0.93725,             0.90895,             0.96838,             0.77004,            0.016742,           0.0034286,            0.021278,           0.0087724,           0.0087724,           0.0087724
                  64,             0.01815,           0.0037765,           0.0075515,             0.91365,             0.90432,              0.9658,             0.75965,            0.015025,           0.0033823,              0.0221,           0.0087526,           0.0087526,           0.0087526
                  65,            0.017667,            0.003698,           0.0072649,              0.9282,             0.89781,             0.96753,             0.75771,            0.014768,           0.0034064,            0.018036,           0.0087328,           0.0087328,           0.0087328
                  66,            0.017938,            0.003782,           0.0082104,             0.94242,             0.91667,             0.97429,             0.77597,            0.014323,           0.0033007,            0.020232,            0.008713,            0.008713,            0.008713
                  67,             0.01797,           0.0037083,           0.0063713,              0.9479,             0.92901,             0.98321,             0.77087,             0.01481,           0.0033035,            0.014142,           0.0086932,           0.0086932,           0.0086932
                  68,            0.017725,           0.0037006,           0.0063869,             0.92364,             0.93332,             0.97527,             0.76145,             0.01517,           0.0032984,             0.01087,           0.0086734,           0.0086734,           0.0086734
                  69,            0.017437,           0.0036696,           0.0062494,             0.90976,             0.90234,             0.96539,             0.76124,            0.014501,           0.0033161,            0.018991,           0.0086536,           0.0086536,           0.0086536
                  70,            0.017252,           0.0036522,           0.0072816,             0.95339,             0.91537,             0.97885,              0.7751,            0.014256,           0.0032605,            0.022402,           0.0086338,           0.0086338,           0.0086338
                  71,            0.017407,           0.0035317,           0.0064522,             0.98173,             0.91196,             0.98218,             0.78854,            0.014292,           0.0032988,            0.015014,            0.008614,            0.008614,            0.008614
                  72,            0.017254,           0.0037278,           0.0069182,              0.9448,             0.92453,             0.98176,             0.77786,            0.014853,           0.0032243,            0.021681,           0.0085942,           0.0085942,           0.0085942
                  73,            0.017517,           0.0036911,           0.0059658,             0.95333,             0.93827,             0.98321,              0.7826,            0.014479,           0.0032871,            0.010838,           0.0085744,           0.0085744,           0.0085744
                  74,            0.017356,           0.0034788,           0.0057699,             0.95322,             0.91198,             0.97678,              0.7793,            0.014452,           0.0033035,            0.012878,           0.0085546,           0.0085546,           0.0085546
                  75,            0.017226,           0.0036047,           0.0066224,             0.94951,             0.95762,             0.98265,             0.78654,            0.014358,           0.0032844,            0.010946,           0.0085348,           0.0085348,           0.0085348
                  76,            0.017196,           0.0035931,           0.0053392,             0.95766,             0.94239,             0.98294,              0.7697,            0.014352,           0.0032765,            0.012662,            0.008515,            0.008515,            0.008515
                  77,            0.017166,            0.003517,           0.0048154,             0.96318,             0.92853,             0.98529,             0.78504,            0.014312,           0.0032001,           0.0099375,           0.0084952,           0.0084952,           0.0084952
                  78,            0.016912,           0.0034721,           0.0045957,             0.96111,             0.95349,             0.98602,              0.7895,               0.014,           0.0031994,            0.008648,           0.0084754,           0.0084754,           0.0084754
                  79,            0.016792,           0.0033836,           0.0051062,              0.9489,             0.93673,             0.98386,             0.78109,            0.014013,           0.0032312,            0.010566,           0.0084556,           0.0084556,           0.0084556
                  80,            0.017005,           0.0035179,           0.0051157,             0.97322,             0.95334,             0.98878,             0.79131,            0.014621,           0.0032912,           0.0062178,           0.0084358,           0.0084358,           0.0084358
                  81,            0.017624,           0.0035858,           0.0072714,             0.95584,             0.93056,             0.98581,             0.79759,            0.013996,           0.0032433,            0.011141,            0.008416,            0.008416,            0.008416
                  82,            0.017152,           0.0034914,           0.0051457,             0.97451,             0.94753,             0.98948,             0.79957,            0.014022,           0.0031814,           0.0092034,           0.0083962,           0.0083962,           0.0083962
                  83,             0.01676,           0.0035775,            0.004946,             0.95373,              0.9429,             0.98747,             0.80234,            0.013475,           0.0031984,           0.0076824,           0.0083764,           0.0083764,           0.0083764
                  84,            0.016907,           0.0034453,           0.0046633,             0.96238,             0.94751,             0.98747,             0.79914,            0.013711,           0.0031951,           0.0080762,           0.0083566,           0.0083566,           0.0083566
                  85,            0.016685,           0.0034591,           0.0057472,             0.94442,             0.94404,             0.98252,             0.79272,             0.01381,             0.00312,           0.0082024,           0.0083368,           0.0083368,           0.0083368
                  86,             0.01643,           0.0034223,           0.0052249,             0.91375,             0.91553,             0.97765,             0.79277,            0.014149,           0.0031537,            0.010984,            0.008317,            0.008317,            0.008317
