               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.013786,           0.0029365,           0.0020514,             0.98271,             0.93981,             0.98929,             0.83453,            0.012019,           0.0029352,            0.004407,            0.005017,            0.005017,            0.005017
                 153,            0.013402,           0.0029588,           0.0022767,             0.97914,             0.94179,             0.98928,             0.83549,            0.011997,           0.0029545,           0.0044836,            0.004984,            0.004984,            0.004984
                 154,            0.013684,           0.0029443,           0.0023761,             0.98546,             0.94164,             0.98963,             0.83643,            0.011941,           0.0029602,            0.004206,            0.004951,            0.004951,            0.004951
                 155,            0.013554,           0.0028934,           0.0021327,             0.98388,             0.94188,             0.99001,             0.83418,            0.011887,           0.0029734,           0.0043207,            0.004918,            0.004918,            0.004918
                 156,            0.013504,           0.0029182,           0.0020352,             0.98242,              0.9487,             0.99041,             0.83521,            0.011843,           0.0029658,           0.0041954,            0.004885,            0.004885,            0.004885
                 157,            0.013578,           0.0029469,           0.0019634,             0.98381,             0.93761,             0.99065,             0.83363,             0.01181,           0.0029559,           0.0040735,            0.004852,            0.004852,            0.004852
                 158,            0.013607,           0.0029364,           0.0022115,             0.97583,             0.93458,             0.98958,             0.83276,            0.011821,            0.002961,           0.0042271,            0.004819,            0.004819,            0.004819
                 159,            0.013545,           0.0028894,           0.0022055,             0.98374,             0.93337,                0.99,             0.83376,            0.011906,           0.0029604,            0.004045,            0.004786,            0.004786,            0.004786
                 160,            0.013859,           0.0028995,           0.0023493,             0.98556,             0.94824,             0.99029,             0.83429,            0.011891,           0.0029339,           0.0040504,            0.004753,            0.004753,            0.004753
                 161,            0.013563,           0.0029026,           0.0022213,             0.98542,             0.93873,             0.99053,             0.83578,             0.01186,           0.0029239,           0.0039588,             0.00472,             0.00472,             0.00472
                 162,            0.013708,           0.0029431,           0.0020101,             0.98087,             0.94976,             0.98947,             0.83691,            0.011827,           0.0029326,           0.0041563,            0.004687,            0.004687,            0.004687
                 163,            0.013607,           0.0029185,           0.0024595,             0.98231,             0.94279,             0.98904,             0.83175,             0.01184,           0.0029283,           0.0042099,            0.004654,            0.004654,            0.004654
                 164,            0.013316,           0.0029094,           0.0024661,             0.97912,             0.94073,             0.98954,             0.83199,            0.011786,           0.0029248,           0.0042787,            0.004621,            0.004621,            0.004621
                 165,            0.013562,           0.0028419,           0.0019056,             0.98213,             0.93306,             0.98929,             0.83342,            0.011778,           0.0029152,           0.0043265,            0.004588,            0.004588,            0.004588
                 166,            0.013498,           0.0028998,            0.002591,             0.98556,             0.93673,             0.98909,             0.83449,            0.011799,           0.0029204,           0.0047829,            0.004555,            0.004555,            0.004555
                 167,             0.01352,           0.0029298,           0.0028703,             0.98533,              0.9326,             0.98836,             0.83311,            0.011806,            0.002926,           0.0055931,            0.004522,            0.004522,            0.004522
                 168,            0.013368,           0.0029136,           0.0021493,             0.98559,              0.9321,             0.98936,             0.83279,            0.011825,           0.0029143,           0.0048767,            0.004489,            0.004489,            0.004489
                 169,            0.013281,           0.0029352,           0.0020929,             0.98696,             0.93407,             0.99014,              0.8336,            0.011749,           0.0029131,           0.0045731,            0.004456,            0.004456,            0.004456
                 170,            0.013234,            0.002888,           0.0020275,              0.9886,             0.93685,             0.99033,             0.83502,            0.011705,           0.0029095,           0.0042773,            0.004423,            0.004423,            0.004423
                 171,            0.013152,           0.0028879,           0.0020301,             0.98392,             0.94404,             0.99036,             0.83441,            0.011697,           0.0029231,           0.0043542,             0.00439,             0.00439,             0.00439
                 172,            0.013299,            0.002911,           0.0018746,             0.98875,             0.94937,             0.99117,             0.83719,            0.011712,           0.0029207,           0.0041131,            0.004357,            0.004357,            0.004357
                 173,            0.013252,           0.0028119,           0.0018501,             0.98753,             0.95062,             0.99103,             0.83727,            0.011718,           0.0029269,           0.0039703,            0.004324,            0.004324,            0.004324
                 174,            0.013005,           0.0027731,           0.0017474,             0.98874,             0.94883,             0.99135,             0.83676,            0.011707,           0.0029175,           0.0040044,            0.004291,            0.004291,            0.004291
                 175,            0.012826,           0.0029438,           0.0019408,             0.98784,             0.94599,             0.99145,             0.83749,            0.011678,           0.0029149,            0.003943,            0.004258,            0.004258,            0.004258
                 176,            0.012993,           0.0028282,           0.0018921,             0.98547,             0.94169,             0.99098,             0.83677,            0.011654,           0.0029024,           0.0038499,            0.004225,            0.004225,            0.004225
                 177,            0.012969,           0.0028274,            0.001838,             0.98545,             0.94091,              0.9909,             0.83734,            0.011636,           0.0028956,           0.0039795,            0.004192,            0.004192,            0.004192
                 178,            0.012962,           0.0028758,           0.0015778,             0.98702,              0.9386,             0.99082,              0.8381,            0.011611,            0.002902,           0.0038335,            0.004159,            0.004159,            0.004159
                 179,            0.012994,           0.0028274,           0.0019363,             0.98708,             0.94288,             0.99098,             0.83523,            0.011567,           0.0028966,           0.0036914,            0.004126,            0.004126,            0.004126
                 180,            0.012836,           0.0028582,            0.001844,             0.98864,             0.94011,             0.99103,             0.83732,            0.011558,           0.0028907,           0.0035551,            0.004093,            0.004093,            0.004093
                 181,            0.013062,            0.002819,           0.0016455,             0.98859,              0.9363,             0.99076,             0.83861,            0.011551,           0.0029006,           0.0036686,             0.00406,             0.00406,             0.00406
                 182,            0.012838,           0.0028891,           0.0021877,              0.9886,             0.93689,             0.99035,             0.83873,            0.011547,           0.0028906,           0.0036969,            0.004027,            0.004027,            0.004027
                 183,            0.013112,           0.0028532,           0.0015845,             0.98236,             0.94533,              0.9901,             0.84219,             0.01152,           0.0028814,           0.0036529,            0.003994,            0.003994,            0.003994
                 184,            0.012984,           0.0028672,           0.0020059,             0.98019,             0.95062,              0.9898,             0.84159,            0.011533,           0.0028771,           0.0037933,            0.003961,            0.003961,            0.003961
                 185,            0.012792,            0.002806,           0.0016893,             0.98044,             0.94444,             0.98959,             0.84068,            0.011544,           0.0028741,           0.0039644,            0.003928,            0.003928,            0.003928
                 186,            0.012951,           0.0028073,           0.0015831,             0.98233,             0.94394,             0.99003,             0.83841,            0.011542,           0.0028695,           0.0038178,            0.003895,            0.003895,            0.003895
                 187,            0.012924,           0.0028099,           0.0017255,             0.98391,              0.9434,             0.99045,             0.84055,            0.011524,            0.002873,           0.0037804,            0.003862,            0.003862,            0.003862
                 188,            0.012554,           0.0027437,           0.0016853,             0.98544,             0.93673,             0.99041,              0.8409,            0.011511,           0.0028741,           0.0037413,            0.003829,            0.003829,            0.003829
                 189,            0.012551,           0.0028136,           0.0014921,             0.98543,             0.93921,              0.9901,             0.84229,            0.011513,           0.0028734,           0.0039291,            0.003796,            0.003796,            0.003796
                 190,            0.012626,           0.0027699,           0.0015397,             0.99184,             0.93782,             0.99003,             0.84164,            0.011521,           0.0028757,           0.0040003,            0.003763,            0.003763,            0.003763
                 191,            0.012728,           0.0028005,           0.0018295,             0.98967,             0.94599,             0.99047,             0.84032,             0.01153,           0.0028781,           0.0038468,             0.00373,             0.00373,             0.00373
                 192,            0.012578,           0.0028188,           0.0017618,             0.98877,              0.9515,             0.99062,             0.83997,            0.011536,           0.0028754,           0.0035651,            0.003697,            0.003697,            0.003697
                 193,            0.012789,           0.0027582,           0.0019572,             0.98723,             0.95405,             0.99078,              0.8427,            0.011567,           0.0028748,           0.0035985,            0.003664,            0.003664,            0.003664
                 194,            0.012613,           0.0028408,           0.0016903,             0.98711,             0.94568,             0.99051,             0.84161,            0.011567,           0.0028781,           0.0034332,            0.003631,            0.003631,            0.003631
                 195,            0.012656,           0.0028255,           0.0017632,             0.98687,             0.94599,             0.99073,             0.84017,            0.011547,            0.002871,           0.0034768,            0.003598,            0.003598,            0.003598
                 196,            0.012612,           0.0028162,           0.0018237,             0.98699,             0.93827,             0.99065,             0.84307,            0.011528,           0.0028652,           0.0034461,            0.003565,            0.003565,            0.003565
                 197,            0.012349,           0.0027833,           0.0020821,             0.98486,             0.94136,             0.99052,              0.8406,            0.011526,           0.0028658,            0.003427,            0.003532,            0.003532,            0.003532
                 198,            0.012475,           0.0028158,            0.001692,             0.98757,             0.93673,             0.99033,             0.83972,            0.011548,           0.0028671,           0.0032698,            0.003499,            0.003499,            0.003499
                 199,            0.012346,           0.0027964,           0.0018223,             0.98693,             0.93229,             0.99038,             0.84154,            0.011545,           0.0028687,           0.0033082,            0.003466,            0.003466,            0.003466
                 200,            0.012474,           0.0027465,           0.0016665,             0.98692,             0.93137,             0.99005,             0.84202,             0.01154,           0.0028646,           0.0033319,            0.003433,            0.003433,            0.003433
                 201,            0.012376,           0.0027895,           0.0015868,             0.98539,             0.93683,             0.99004,             0.84287,            0.011539,           0.0028653,            0.003242,              0.0034,              0.0034,              0.0034
                 202,            0.012349,           0.0028078,           0.0018514,             0.98695,             0.93343,             0.98994,             0.84298,            0.011537,           0.0028725,           0.0033562,            0.003367,            0.003367,            0.003367
                 203,             0.01223,           0.0027753,           0.0018279,             0.98685,             0.92656,             0.98933,             0.84384,            0.011505,           0.0028763,           0.0033253,            0.003334,            0.003334,            0.003334
                 204,            0.012333,           0.0027212,           0.0017257,              0.9869,             0.92984,             0.98943,             0.84339,            0.011487,           0.0028718,           0.0032775,            0.003301,            0.003301,            0.003301
                 205,            0.012524,           0.0028432,           0.0016734,             0.98529,             0.93023,             0.98948,             0.84233,            0.011487,           0.0028724,           0.0032689,            0.003268,            0.003268,            0.003268
                 206,            0.012051,           0.0027486,           0.0015811,              0.9853,             0.93111,             0.98963,             0.84134,             0.01147,           0.0028631,           0.0033569,            0.003235,            0.003235,            0.003235
                 207,            0.012449,           0.0027612,           0.0015045,             0.98536,             0.93492,             0.99019,             0.84212,            0.011468,           0.0028618,           0.0033623,            0.003202,            0.003202,            0.003202
                 208,            0.012324,           0.0028071,           0.0017888,             0.98545,             0.94097,             0.99044,             0.84245,            0.011483,           0.0028503,           0.0032322,            0.003169,            0.003169,            0.003169
                 209,             0.01233,           0.0027386,           0.0019082,             0.98543,             0.93918,             0.99054,             0.84352,            0.011493,           0.0028554,           0.0031995,            0.003136,            0.003136,            0.003136
                 210,            0.012299,           0.0027455,           0.0017137,             0.98267,             0.94136,             0.99061,             0.83989,            0.011496,           0.0028554,           0.0031718,            0.003103,            0.003103,            0.003103
                 211,             0.01229,           0.0027204,           0.0014536,             0.98382,             0.93818,              0.9906,             0.83956,            0.011502,           0.0028622,           0.0033317,             0.00307,             0.00307,             0.00307
                 212,            0.012153,           0.0027155,           0.0015976,             0.98382,             0.93822,             0.99039,             0.83939,            0.011516,           0.0028635,           0.0033945,            0.003037,            0.003037,            0.003037
                 213,             0.01216,           0.0027864,           0.0016309,             0.98377,             0.93557,             0.99024,             0.83998,            0.011494,           0.0028634,           0.0034807,            0.003004,            0.003004,            0.003004
                 214,            0.012023,           0.0026682,           0.0014971,              0.9851,             0.93519,              0.9904,             0.84311,            0.011485,           0.0028638,           0.0034575,            0.002971,            0.002971,            0.002971
                 215,            0.012255,           0.0027501,            0.001666,             0.98384,             0.93947,             0.99046,             0.84347,            0.011472,           0.0028593,           0.0034252,            0.002938,            0.002938,            0.002938
                 216,            0.012075,            0.002708,           0.0015541,              0.9829,             0.94136,             0.99062,             0.84433,            0.011458,           0.0028612,           0.0033657,            0.002905,            0.002905,            0.002905
                 217,            0.012123,           0.0027875,           0.0015708,             0.98392,             0.94422,             0.99066,             0.84339,            0.011466,           0.0028664,           0.0032126,            0.002872,            0.002872,            0.002872
                 218,            0.011916,           0.0027008,           0.0018404,             0.98235,             0.94458,             0.99042,             0.84359,            0.011467,           0.0028686,           0.0032102,            0.002839,            0.002839,            0.002839
                 219,            0.012098,           0.0026586,           0.0019218,             0.98382,             0.93832,             0.99034,             0.84528,            0.011467,           0.0028707,           0.0031848,            0.002806,            0.002806,            0.002806
                 220,            0.011979,           0.0027607,           0.0016185,             0.98385,             0.94037,             0.99015,             0.84373,            0.011472,           0.0028736,           0.0031847,            0.002773,            0.002773,            0.002773
                 221,            0.012096,           0.0026632,            0.001302,             0.98543,             0.93924,             0.99004,             0.84335,            0.011457,           0.0028748,           0.0032379,             0.00274,             0.00274,             0.00274
                 222,             0.01197,           0.0027035,           0.0016794,             0.98516,             0.93673,             0.98977,             0.84358,            0.011461,            0.002876,           0.0033296,            0.002707,            0.002707,            0.002707
                 223,             0.01201,           0.0026594,           0.0015667,             0.98543,             0.93952,             0.98977,             0.84449,            0.011465,           0.0028774,            0.003336,            0.002674,            0.002674,            0.002674
                 224,            0.011751,           0.0027231,           0.0013579,             0.98541,             0.93799,              0.9899,             0.84499,            0.011458,            0.002879,           0.0033183,            0.002641,            0.002641,            0.002641
                 225,            0.011761,           0.0026632,           0.0014873,             0.98537,             0.93559,             0.98979,             0.84523,            0.011444,            0.002882,           0.0032961,            0.002608,            0.002608,            0.002608
                 226,            0.011883,           0.0027004,           0.0015526,             0.98533,             0.93274,             0.98982,             0.84505,            0.011427,           0.0028786,           0.0032887,            0.002575,            0.002575,            0.002575
                 227,            0.011638,            0.002619,           0.0014195,             0.98624,              0.9321,             0.98954,               0.844,             0.01142,           0.0028779,           0.0033233,            0.002542,            0.002542,            0.002542
                 228,            0.011724,           0.0027435,           0.0014729,             0.98694,             0.93267,             0.98932,             0.84335,            0.011418,           0.0028781,           0.0033338,            0.002509,            0.002509,            0.002509
                 229,            0.011786,           0.0026674,           0.0013362,             0.98694,             0.93293,             0.98923,             0.84235,             0.01141,           0.0028782,           0.0033329,            0.002476,            0.002476,            0.002476
                 230,            0.011543,           0.0026208,           0.0013722,             0.99018,             0.93392,              0.9894,             0.84421,            0.011402,           0.0028775,           0.0033006,            0.002443,            0.002443,            0.002443
                 231,            0.011635,           0.0026826,           0.0012377,             0.99021,             0.93651,             0.98951,             0.84214,            0.011402,             0.00288,           0.0033011,             0.00241,             0.00241,             0.00241
                 232,            0.011603,           0.0026676,           0.0013012,             0.99021,             0.93627,             0.98957,             0.84271,            0.011394,           0.0028781,           0.0033043,            0.002377,            0.002377,            0.002377
                 233,            0.011437,             0.00264,           0.0015611,             0.98929,             0.93673,             0.98963,              0.8438,            0.011397,           0.0028794,           0.0033399,            0.002344,            0.002344,            0.002344
                 234,            0.011687,           0.0025907,           0.0015634,             0.99019,             0.93475,             0.98945,             0.84485,            0.011398,            0.002879,            0.003327,            0.002311,            0.002311,            0.002311
                 235,            0.011422,           0.0026479,           0.0011126,             0.99017,              0.9327,             0.98939,             0.84332,            0.011406,           0.0028789,           0.0033653,            0.002278,            0.002278,            0.002278
                 236,            0.011392,           0.0026433,           0.0012276,             0.98856,             0.93379,             0.98931,             0.84249,             0.01141,           0.0028807,           0.0033688,            0.002245,            0.002245,            0.002245
                 237,             0.01146,           0.0026521,           0.0012665,              0.9886,             0.93701,              0.9893,             0.84192,            0.011407,           0.0028787,           0.0033801,            0.002212,            0.002212,            0.002212
                 238,            0.011487,           0.0026428,           0.0011841,             0.99037,             0.93519,             0.98928,             0.84083,            0.011395,           0.0028754,           0.0033561,            0.002179,            0.002179,            0.002179
                 239,            0.011376,           0.0026252,           0.0012911,             0.98861,             0.93673,             0.98931,             0.84054,              0.0114,           0.0028747,           0.0033386,            0.002146,            0.002146,            0.002146
                 240,             0.01129,            0.002597,            0.001236,             0.98862,             0.93885,             0.98924,             0.84008,            0.011399,           0.0028766,           0.0033057,            0.002113,            0.002113,            0.002113
                 241,            0.011378,           0.0026341,           0.0012747,             0.98863,             0.93908,             0.98924,              0.8408,            0.011399,           0.0028773,           0.0032986,             0.00208,             0.00208,             0.00208
                 242,            0.011215,           0.0025964,           0.0013328,             0.98862,             0.93878,              0.9893,             0.84049,            0.011403,           0.0028794,           0.0032933,            0.002047,            0.002047,            0.002047
                 243,            0.011086,           0.0025692,           0.0012777,             0.98862,             0.93842,             0.98924,             0.84001,            0.011404,           0.0028782,           0.0033106,            0.002014,            0.002014,            0.002014
                 244,            0.011338,           0.0026028,           0.0014835,             0.98861,             0.93778,             0.98923,             0.84031,            0.011412,            0.002877,           0.0032984,            0.001981,            0.001981,            0.001981
                 245,            0.011339,           0.0025719,           0.0012915,              0.9886,              0.9372,             0.98922,             0.84077,            0.011423,           0.0028782,           0.0032823,            0.001948,            0.001948,            0.001948
                 246,            0.011231,           0.0025994,           0.0012388,             0.98699,             0.93673,             0.98917,             0.84051,            0.011428,           0.0028788,           0.0032864,            0.001915,            0.001915,            0.001915
                 247,            0.011205,           0.0026292,           0.0012677,             0.98694,             0.93285,             0.98912,             0.84071,            0.011428,           0.0028783,           0.0032889,            0.001882,            0.001882,            0.001882
                 248,            0.010959,           0.0026413,           0.0011486,              0.9869,             0.93021,             0.98902,             0.84127,            0.011427,            0.002876,            0.003296,            0.001849,            0.001849,            0.001849
                 249,            0.011125,           0.0025176,           0.0012156,             0.98695,             0.93351,             0.98905,             0.84101,            0.011419,           0.0028741,           0.0032806,            0.001816,            0.001816,            0.001816
                 250,            0.011133,           0.0026056,           0.0013346,             0.98697,             0.93484,             0.98908,             0.84131,            0.011416,           0.0028701,            0.003278,            0.001783,            0.001783,            0.001783
                 251,            0.010999,           0.0025765,           0.0014058,             0.98698,             0.93553,             0.98908,              0.8414,            0.011416,           0.0028704,           0.0032554,             0.00175,             0.00175,             0.00175
                 252,            0.011015,           0.0025388,           0.0012547,               0.987,             0.93761,             0.98906,             0.84148,            0.011405,           0.0028725,           0.0032164,            0.001717,            0.001717,            0.001717
                 253,            0.011174,           0.0026172,           0.0012545,               0.987,             0.93711,             0.98908,             0.84237,            0.011398,           0.0028739,           0.0031931,            0.001684,            0.001684,            0.001684
                 254,            0.011059,           0.0025846,           0.0013556,             0.98697,             0.93502,             0.98901,              0.8423,            0.011399,            0.002875,           0.0031986,            0.001651,            0.001651,            0.001651
                 255,            0.011035,           0.0025678,           0.0012169,             0.98698,              0.9358,             0.98911,             0.84301,            0.011395,           0.0028739,           0.0031667,            0.001618,            0.001618,            0.001618
                 256,            0.010918,           0.0025002,           0.0013093,             0.98698,             0.93609,             0.98916,             0.84274,            0.011396,           0.0028741,           0.0031298,            0.001585,            0.001585,            0.001585
                 257,            0.010976,           0.0025058,           0.0013524,             0.98697,             0.93533,              0.9892,              0.8418,            0.011397,           0.0028734,             0.00311,            0.001552,            0.001552,            0.001552
                 258,            0.011032,           0.0025945,           0.0013331,             0.98701,             0.93819,             0.98926,             0.84132,            0.011396,           0.0028732,           0.0030842,            0.001519,            0.001519,            0.001519
                 259,             0.01072,            0.002563,           0.0011643,             0.98712,             0.93673,             0.98922,             0.84239,            0.011389,           0.0028749,           0.0030854,            0.001486,            0.001486,            0.001486
                 260,            0.010932,           0.0025292,           0.0012818,             0.98861,             0.93781,             0.98931,              0.8417,            0.011393,           0.0028748,           0.0030672,            0.001453,            0.001453,            0.001453
                 261,            0.010992,           0.0025482,           0.0010829,             0.98704,              0.9399,             0.98933,             0.84204,            0.011396,           0.0028757,           0.0030748,             0.00142,             0.00142,             0.00142
                 262,            0.010826,           0.0025484,           0.0011277,             0.98702,             0.93847,             0.98926,             0.84224,            0.011393,           0.0028769,           0.0030702,            0.001387,            0.001387,            0.001387
                 263,            0.010907,           0.0026087,           0.0012594,             0.98682,             0.93981,             0.98919,             0.84204,            0.011395,           0.0028779,            0.003054,            0.001354,            0.001354,            0.001354
                 264,            0.010781,           0.0025005,           0.0011672,             0.98736,             0.93981,             0.98921,             0.84209,            0.011394,           0.0028779,           0.0030417,            0.001321,            0.001321,            0.001321
                 265,             0.01067,           0.0025391,           0.0012471,             0.98864,             0.93984,             0.98924,             0.84303,            0.011395,           0.0028801,            0.003038,            0.001288,            0.001288,            0.001288
                 266,            0.010723,           0.0025581,           0.0011789,             0.98863,             0.93928,              0.9893,             0.84261,            0.011396,           0.0028785,           0.0030127,            0.001255,            0.001255,            0.001255
                 267,            0.010625,           0.0025013,            0.001247,             0.98865,             0.94114,              0.9893,             0.84297,            0.011395,           0.0028784,           0.0029912,            0.001222,            0.001222,            0.001222
                 268,            0.010606,           0.0025725,           0.0011937,             0.98802,             0.94136,             0.98926,              0.8423,            0.011394,           0.0028801,           0.0029743,            0.001189,            0.001189,            0.001189
                 269,            0.010579,           0.0025403,           0.0012478,             0.98775,             0.94136,             0.98926,             0.84258,              0.0114,           0.0028801,            0.002959,            0.001156,            0.001156,            0.001156
                 270,            0.010422,           0.0025035,           0.0011504,             0.98794,             0.94136,              0.9893,              0.8431,            0.011403,           0.0028797,             0.00296,            0.001123,            0.001123,            0.001123
                 271,            0.010475,           0.0025372,           0.0012567,             0.98788,             0.94136,             0.98927,             0.84228,            0.011408,           0.0028812,           0.0029641,             0.00109,             0.00109,             0.00109
                 272,            0.010571,            0.002503,           0.0010566,             0.98867,             0.94239,             0.98933,             0.84097,            0.011409,            0.002881,           0.0029653,            0.001057,            0.001057,            0.001057
                 273,            0.010587,           0.0025241,           0.0011395,             0.98867,             0.94249,              0.9893,              0.8411,            0.011412,           0.0028808,           0.0029696,            0.001024,            0.001024,            0.001024
                 274,            0.010549,           0.0024688,           0.0010416,             0.98867,             0.94258,              0.9893,             0.84085,            0.011413,           0.0028819,           0.0029501,            0.000991,            0.000991,            0.000991
                 275,            0.010454,           0.0024926,           0.0010966,             0.98867,             0.94263,             0.98933,             0.84169,            0.011411,           0.0028825,           0.0029466,            0.000958,            0.000958,            0.000958
                 276,            0.010489,           0.0024421,          0.00096649,             0.99028,             0.94286,              0.9893,             0.84217,            0.011416,           0.0028849,           0.0029434,            0.000925,            0.000925,            0.000925
                 277,            0.010341,           0.0025304,          0.00087159,             0.99012,              0.9429,             0.98925,             0.84166,            0.011418,           0.0028862,           0.0029406,            0.000892,            0.000892,            0.000892
                 278,            0.010385,           0.0025201,            0.001152,             0.99019,              0.9429,             0.98929,             0.84207,            0.011421,           0.0028875,           0.0029282,            0.000859,            0.000859,            0.000859
                 279,            0.010365,           0.0024984,          0.00093179,             0.99027,             0.94266,             0.98927,             0.84161,            0.011423,           0.0028893,           0.0029261,            0.000826,            0.000826,            0.000826
                 280,            0.010362,           0.0024454,           0.0010747,             0.98967,              0.9429,             0.98924,             0.84107,            0.011427,           0.0028906,           0.0029254,            0.000793,            0.000793,            0.000793
                 281,            0.010339,           0.0024477,           0.0010746,             0.99027,             0.94226,             0.98922,             0.84093,            0.011433,           0.0028931,           0.0029255,             0.00076,             0.00076,             0.00076
                 282,            0.010242,           0.0024398,           0.0011171,             0.98975,             0.94136,             0.98924,             0.84081,             0.01144,           0.0028948,           0.0029166,            0.000727,            0.000727,            0.000727
                 283,            0.010221,           0.0024853,           0.0008943,             0.98975,             0.94136,             0.98915,              0.8413,            0.011442,           0.0028968,           0.0029195,            0.000694,            0.000694,            0.000694
                 284,            0.010022,           0.0025051,           0.0011865,             0.98954,             0.94136,             0.98913,             0.84123,            0.011446,           0.0028987,            0.002913,            0.000661,            0.000661,            0.000661
                 285,            0.010045,           0.0024778,           0.0012013,              0.9886,             0.94136,             0.98914,             0.84099,            0.011456,           0.0028999,           0.0029046,            0.000628,            0.000628,            0.000628
                 286,            0.010019,           0.0024565,           0.0010969,             0.98851,             0.94136,              0.9891,              0.8406,            0.011463,           0.0029018,           0.0029005,            0.000595,            0.000595,            0.000595
                 287,           0.0099325,           0.0024274,          0.00098295,             0.98836,             0.94136,             0.98901,             0.84036,            0.011472,           0.0029041,           0.0029075,            0.000562,            0.000562,            0.000562
                 288,           0.0099609,           0.0025453,          0.00098134,             0.98881,             0.94136,             0.98896,             0.84059,            0.011478,           0.0029071,           0.0029046,            0.000529,            0.000529,            0.000529
                 289,           0.0099273,           0.0024394,           0.0011042,              0.9889,             0.94136,             0.98888,             0.84112,            0.011485,           0.0029104,           0.0029086,            0.000496,            0.000496,            0.000496
                 290,            0.010063,           0.0024951,           0.0010272,             0.98917,             0.94136,             0.98887,             0.84113,            0.011493,           0.0029128,           0.0029097,            0.000463,            0.000463,            0.000463
                 291,           0.0098965,           0.0024521,           0.0010378,             0.98916,             0.94136,             0.98882,             0.84148,            0.011502,           0.0029154,           0.0029043,             0.00043,             0.00043,             0.00043
                 292,           0.0099343,           0.0024256,           0.0012531,              0.9891,             0.94136,             0.98874,             0.84124,            0.011505,           0.0029176,           0.0029016,            0.000397,            0.000397,            0.000397
                 293,           0.0097941,           0.0024761,          0.00081065,             0.98928,             0.94136,             0.98873,             0.84151,            0.011514,           0.0029197,           0.0028958,            0.000364,            0.000364,            0.000364
                 294,           0.0098257,           0.0024198,          0.00098463,              0.9892,             0.93981,             0.98869,             0.84183,             0.01152,           0.0029223,           0.0028893,            0.000331,            0.000331,            0.000331
                 295,           0.0098084,           0.0024159,            0.001007,             0.98821,             0.93981,             0.98859,             0.84166,            0.011528,           0.0029246,           0.0028897,            0.000298,            0.000298,            0.000298
                 296,           0.0096796,           0.0023993,          0.00096283,             0.99024,             0.93902,             0.98853,             0.84177,            0.011536,           0.0029271,           0.0028883,            0.000265,            0.000265,            0.000265
                 297,           0.0097358,            0.002456,          0.00078473,              0.9889,             0.93673,             0.98852,             0.84141,            0.011545,           0.0029297,           0.0028853,            0.000232,            0.000232,            0.000232
                 298,            0.009766,           0.0024631,           0.0010807,             0.98861,             0.93786,             0.98854,             0.84159,            0.011553,           0.0029323,           0.0028756,            0.000199,            0.000199,            0.000199
                 299,           0.0097887,           0.0024962,            0.001081,             0.98861,             0.93773,             0.98848,             0.84165,            0.011564,            0.002935,           0.0028629,            0.000166,            0.000166,            0.000166
